0,11981.0,02_46655_A_20180911_11
1,11982.0,02_46655_A_20180911_11
2,11983.0,02_46655_A_20180911_11
3,11984.0,02_46655_A_20180911_11
4,11985.0,02_46655_A_20180911_11
5,11986.0,02_46655_A_20180911_11
6,11987.0,02_46655_A_20180911_11
7,11988.0,02_46655_A_20180911_11
8,62091.0,49908M_20200603_12
9,62092.0,49908M_20200603_12
10,62093.0,49908M_20200603_12
11,62094.0,49908M_20200603_12
12,62095.0,49908M_20200603_12
13,62096.0,49908M_20200603_12
14,62097.0,49908M_20200603_12
15,62098.0,49908M_20200603_12
16,29193.0,04_44812_B_20181025_12
17,29194.0,04_44812_B_20181025_12
18,29195.0,04_44812_B_20181025_12
19,29196.0,04_44812_B_20181025_12
20,29197.0,04_44812_B_20181025_12
21,29198.0,04_44812_B_20181025_12
22,29199.0,04_44812_B_20181025_12
23,29200.0,04_44812_B_20181025_12
24,29278.0,05_42842_A_20181025_11
25,29279.0,05_42842_A_20181025_11
26,29280.0,05_42842_A_20181025_11
27,29281.0,05_42842_A_20181025_11
28,29282.0,05_42842_A_20181025_11
29,29283.0,05_42842_A_20181025_11
30,29284.0,05_42842_A_20181025_11
31,29285.0,05_42842_A_20181025_11
32,30287.0,10_44905_B_20181025_9
33,30288.0,10_44905_B_20181025_9
34,30289.0,10_44905_B_20181025_9
35,30290.0,10_44905_B_20181025_9
36,30291.0,10_44905_B_20181025_9
37,30292.0,10_44905_B_20181025_9
38,30293.0,10_44905_B_20181025_9
39,30294.0,10_44905_B_20181025_9
40,28116.0,13_38003_A_20181018_5
41,28117.0,13_38003_A_20181018_5
42,28118.0,13_38003_A_20181018_5
43,28119.0,13_38003_A_20181018_5
44,28120.0,13_38003_A_20181018_5
45,28121.0,13_38003_A_20181018_5
46,28122.0,13_38003_A_20181018_5
47,28123.0,13_38003_A_20181018_5
48,38564.0,13_32309_A_20181031_9
49,38565.0,13_32309_A_20181031_9
50,38566.0,13_32309_A_20181031_9
51,38567.0,13_32309_A_20181031_9
52,38568.0,13_32309_A_20181031_9
53,38569.0,13_32309_A_20181031_9
54,38570.0,13_32309_A_20181031_9
55,38571.0,13_32309_A_20181031_9
56,10687.0,03_39645_A_20180910_12
57,10688.0,03_39645_A_20180910_12
58,10689.0,03_39645_A_20180910_12
59,10690.0,03_39645_A_20180910_12
60,10691.0,03_39645_A_20180910_12
61,10692.0,03_39645_A_20180910_12
62,10693.0,03_39645_A_20180910_12
63,10694.0,03_39645_A_20180910_12
64,60751.0,55359M_20200602_6
65,60752.0,55359M_20200602_6
66,60753.0,55359M_20200602_6
67,60754.0,55359M_20200602_6
68,60755.0,55359M_20200602_6
69,60756.0,55359M_20200602_6
70,60757.0,55359M_20200602_6
71,60758.0,55359M_20200602_6
72,15198.0,12_44565_A_20180912_6
73,15199.0,12_44565_A_20180912_6
74,15200.0,12_44565_A_20180912_6
75,15201.0,12_44565_A_20180912_6
76,15202.0,12_44565_A_20180912_6
77,15203.0,12_44565_A_20180912_6
78,15204.0,12_44565_A_20180912_6
79,15205.0,12_44565_A_20180912_6
80,11106.0,08_41793_A_20180910_6
81,11107.0,08_41793_A_20180910_6
82,11108.0,08_41793_A_20180910_6
83,11109.0,08_41793_A_20180910_6
84,11110.0,08_41793_A_20180910_6
85,11111.0,08_41793_A_20180910_6
86,11112.0,08_41793_A_20180910_6
87,11113.0,08_41793_A_20180910_6
88,11702.0,14_42810_A_20180910_11
89,11703.0,14_42810_A_20180910_11
90,11704.0,14_42810_A_20180910_11
91,11705.0,14_42810_A_20180910_11
92,11706.0,14_42810_A_20180910_11
93,11707.0,14_42810_A_20180910_11
94,11708.0,14_42810_A_20180910_11
95,11709.0,14_42810_A_20180910_11
96,54831.0,03_42067_A_20181120_8
97,54832.0,03_42067_A_20181120_8
98,54833.0,03_42067_A_20181120_8
99,54834.0,03_42067_A_20181120_8
100,54835.0,03_42067_A_20181120_8
101,54836.0,03_42067_A_20181120_8
102,54837.0,03_42067_A_20181120_8
103,54838.0,03_42067_A_20181120_8
104,52142.0,02_35703_B_20181119_9
105,52143.0,02_35703_B_20181119_9
106,52144.0,02_35703_B_20181119_9
107,52145.0,02_35703_B_20181119_9
108,52146.0,02_35703_B_20181119_9
109,52147.0,02_35703_B_20181119_9
110,52148.0,02_35703_B_20181119_9
111,52149.0,02_35703_B_20181119_9
112,16662.0,07_50167_B_20180913_3
113,16663.0,07_50167_B_20180913_3
114,16664.0,07_50167_B_20180913_3
115,16665.0,07_50167_B_20180913_3
116,16666.0,07_50167_B_20180913_3
117,16667.0,07_50167_B_20180913_3
118,16668.0,07_50167_B_20180913_3
119,16669.0,07_50167_B_20180913_3
120,54435.0,01_42055_A_20181120_5
121,54436.0,01_42055_A_20181120_5
122,54437.0,01_42055_A_20181120_5
123,54438.0,01_42055_A_20181120_5
124,54439.0,01_42055_A_20181120_5
125,54440.0,01_42055_A_20181120_5
